gene,annotation_status,go_terms,pathways,annotation_url,go_synaptic,go_rna_processing,go_neuroinflammation,go_neuronal,go_count,pathway_count,prior_go_terms,prior_pathways,manual_ad_evidence_level,manual_human_ad_evidence,manual_mechanistic_evidence,manual_synaptic_evidence,manual_tau_evidence,manual_amyloid_evidence,manual_neuroinflammation_evidence,manual_pmid,manual_literature_note,manual_ad_evidence_level_encoded,manual_human_ad_evidence_encoded,manual_mechanistic_evidence_encoded,manual_synaptic_evidence_encoded,manual_tau_evidence_encoded,manual_amyloid_evidence_encoded,manual_neuroinflammation_evidence_encoded,manual_review_status,automated_pubmed_total_hits,automated_papers_reviewed_auto,automated_auto_evidence_level,automated_human_hits,automated_mechanistic_hits,automated_synaptic_hits,automated_tau_hits,automated_amyloid_hits,automated_neuroinflammation_hits,automated_pmids_auto
DTX3,queried,Notch signaling pathway; cytoplasm; nucleoplasm; nucleus; proteasome-mediated ubiquitin-dependent protein catabolic process; protein binding; protein ubiquitination; regulation of Notch signaling pathway; ubiquitin protein ligase activity,kegg: Notch signaling pathway - Homo sapiens (human); wikipathways: Notch Signaling,https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000178498&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,0,0,0,0,9,2,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
ENAH,queried,GABA-ergic synapse; WW domain binding; actin polymerization or depolymerization; actin polymerization-dependent cell motility; axon guidance; cytoplasm; cytoskeleton; cytosol; filopodium; focal adhesion; lamellipodium; plasma membrane; postsynapse; postsynaptic cytoskeleton organization; profilin binding; protein binding; protein domain specific binding; synapse,kegg: Axon guidance - Homo sapiens (human); kegg: Rap1 signaling pathway - Homo sapiens (human); kegg: Regulation of actin cytoskeleton - Homo sapiens (human); netpath: TCR; pid: CDC42 signaling events; pid: E-cadherin signaling in the nascent adherens junction; pid: Stabilization and expansion of the E-cadherin adherens junction; reactome: Adaptive Immune System; reactome: Axon guidance; reactome: Developmental Biology; reactome: Generation of second messenger molecules; reactome: Immune System; reactome: Nervous system development; reactome: Signaling by ROBO receptors; reactome: TCR signaling; wikipathways: Regulation of Actin Cytoskeleton,https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000154380&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,1,0,0,1,18,16,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
ETHE1,queried,cytoplasm; glutathione metabolic process; identical protein binding; iron ion binding; mitochondrial matrix; mitochondrion; nucleus; protein binding; sulfide oxidation; sulfur dioxygenase activity,kegg: Sulfur metabolism - Homo sapiens (human); reactome: Degradation of cysteine and homocysteine; reactome: Metabolism; reactome: Metabolism of amino acids and derivatives; reactome: Sulfide oxidation to sulfate; reactome: Sulfur amino acid metabolism,https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000105755&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,0,0,0,0,10,6,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
F8,queried,"COPII-coated ER to Golgi transport vesicle; Golgi lumen; blood coagulation; blood coagulation, intrinsic pathway; copper ion binding; endoplasmic reticulum lumen; endoplasmic reticulum-Golgi intermediate compartment membrane; extracellular region; membrane; oxidoreductase activity; plasma membrane; platelet alpha granule lumen; protein binding; protein-containing complex; proteolysis; serine-type endopeptidase complex; zymogen activation","biocarta: intrinsic prothrombin activation pathway; kegg: Complement and coagulation cascades - Homo sapiens (human); reactome: Amplification and propagation of coagulation cascade; reactome: Asparagine N-linked glycosylation; reactome: COPII-mediated vesicle transport; reactome: Cargo concentration in the ER; reactome: Coagulation pathway; reactome: Defective F8 accelerates dissociation of the A2 domain; reactome: Defective F8 binding to the cell membrane; reactome: Defective F8 binding to von Willebrand factor; reactome: Defective F8 cleavage by thrombin; reactome: Defective F8 secretion; reactome: Defective F8 sulfation at Y1699; reactome: Defective F9 variant does not activate FX; reactome: Defective cofactor function of FVIIIa variant; reactome: Defective factor IX causes hemophilia B; reactome: Defective factor IX causes thrombophilia; reactome: Defective factor VIII causes hemophilia A; reactome: Defects of Coagulation cascade; reactome: Disease; reactome: Diseases of hemostasis; reactome: ER to Golgi Anterograde Transport; reactome: Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation; reactome: Hemostasis; reactome: Initiation of coagulation cascade; reactome: Membrane Trafficking; reactome: Metabolism of proteins; reactome: Platelet activation, signaling and aggregation; reactome: Platelet degranulation ; reactome: Post-translational protein modification; reactome: Regulation of clotting cascade; reactome: Response to elevated platelet cytosolic Ca2+; reactome: Transport to the Golgi and subsequent modification; reactome: Vesicle-mediated transport; smpdb: Acenocoumarol Action Pathway; smpdb: Alteplase Action Pathway; smpdb: Aminocaproic Acid Action Pathway; smpdb: Anistreplase Action Pathway; smpdb: Aprotinin Action Pathway; smpdb: Ardeparin Action Pathway; smpdb: Argatroban Action Pathway; smpdb: Bivalirudin Action Pathway; smpdb: Coagulation ; smpdb: Dicoumarol Action Pathway; smpdb: Dicumarol Action Pathway; smpdb: Enoxaparin Action Pathway; smpdb: Fondaparinux Action Pathway; smpdb: Heparin Action Pathway; smpdb: Lepirudin Action Pathway; smpdb: Phenindione Action Pathway; smpdb: Phenprocoumon Action Pathway; smpdb: Reteplase Action Pathway; smpdb: Streptokinase Action Pathway; smpdb: Tenecteplase Action Pathway; smpdb: Tranexamic Acid Action Pathway; smpdb: Urokinase Action Pathway; smpdb: Warfarin Action Pathway; smpdb: Ximelagatran Action Pathway; wikipathways: Blood Clotting Cascade; wikipathways: Complement and Coagulation Cascades",https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000185010&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,0,0,0,0,17,60,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
FBXO30,queried,SCF ubiquitin ligase complex; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process; cytosol; protein binding; protein ubiquitination; ubiquitin protein ligase activity; zinc ion binding,reactome: Adaptive Immune System; reactome: Antigen processing: Ubiquitination & Proteasome degradation; reactome: Class I MHC mediated antigen processing & presentation; reactome: Immune System; reactome: Metabolism of proteins; reactome: Neddylation; reactome: Post-translational protein modification,https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000118496&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,0,0,0,0,7,7,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
FOXS1,queried,"DNA binding; DNA-binding transcription factor activity; DNA-binding transcription factor activity, RNA polymerase II-specific; DNA-binding transcription repressor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; anatomical structure morphogenesis; blood vessel development; cell differentiation; chromatin; negative regulation of transcription by RNA polymerase II; nucleus; regulation of DNA-templated transcription; regulation of transcription by RNA polymerase II; sequence-specific DNA binding",,https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000179772&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,0,0,0,0,14,0,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
GALNT6,queried,Golgi apparatus; Golgi membrane; perinuclear region of cytoplasm; polypeptide N-acetylgalactosaminyltransferase activity; protein O-linked glycosylation; protein O-linked glycosylation via N-acetylgalactosamine; protein binding,humancyc: mucin core 1 and core 2 <i>O</i>-glycosylation; kegg: Mucin type O-glycan biosynthesis - Homo sapiens (human); kegg: Other types of O-glycan biosynthesis - Homo sapiens (human); reactome: Metabolism of proteins; reactome: O-linked glycosylation; reactome: O-linked glycosylation of mucins; reactome: Post-translational protein modification,https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000139629&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,0,0,0,0,7,7,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
GJA5,queried,AV node cell to bundle of His cell communication by electrical coupling; Purkinje myocyte to ventricular cardiac muscle cell communication by electrical coupling; SA node cell to atrial cardiac muscle cell communication by electrical coupling; angiogenesis; artery morphogenesis; atrial cardiac muscle cell to AV node cell communication by electrical coupling; atrial septum development; bundle of His cell to Purkinje myocyte communication by electrical coupling; cardiac conduction system development; cell communication; cell communication by chemical coupling; cell communication by electrical coupling; cell communication by electrical coupling involved in cardiac conduction; cell-cell signaling; connexin binding; connexin complex; disordered domain specific binding; endothelium development; gap junction; gap junction assembly; gap junction channel activity; gap junction channel activity involved in AV node cell-bundle of His cell electrical coupling; gap junction channel activity involved in Purkinje myocyte-ventricular cardiac muscle cell electrical coupling; gap junction channel activity involved in SA node cell-atrial cardiac muscle cell electrical coupling; gap junction channel activity involved in atrial cardiac muscle cell-AV node cell electrical coupling; gap junction channel activity involved in bundle of His cell-Purkinje myocyte electrical coupling; gap junction channel activity involved in cardiac conduction electrical coupling; gap junction hemi-channel activity; heart development; intercalated disc; mitral valve development; negative regulation of blood pressure; negative regulation of glomerular filtration; outflow tract morphogenesis; plasma membrane; positive regulation of cell communication by chemical coupling; positive regulation of vasoconstriction; potassium ion transport; protein binding; pulmonary valve formation; regulation of AV node cell action potential; regulation of Purkinje myocyte action potential; regulation of atrial cardiac muscle cell action potential; regulation of atrial cardiac muscle cell membrane depolarization; regulation of bundle of His cell action potential; regulation of cardiac muscle contraction; regulation of cell communication by electrical coupling; regulation of ventricular cardiac muscle cell membrane depolarization; regulation of ventricular cardiac muscle cell membrane repolarization; transmembrane transport; vasodilation; vasomotion; ventricular septum development,reactome: Gap junction assembly; reactome: Gap junction trafficking; reactome: Gap junction trafficking and regulation; reactome: Membrane Trafficking; reactome: Vesicle-mediated transport; wikipathways: 1q21.1 copy number variation syndrome; wikipathways: Calcium Regulation in the Cardiac Cell; wikipathways: NOTCH1 regulation of endothelial cell calcification,https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000265107&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,0,0,0,0,53,8,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
GNL3,queried,"GTP binding; RNA binding; chromosome; extracellular region; mRNA 5'-UTR binding; membrane; nuclear body; nucleolus; nucleoplasm; nucleus; positive regulation of miRNA transcription; positive regulation of protein localization to chromosome, telomeric region; positive regulation of protein sumoylation; positive regulation of telomere maintenance; protein binding; regulation of cell population proliferation; stem cell division; stem cell population maintenance",kegg: Ribosome biogenesis in eukaryotes - Homo sapiens (human); reactome: Major pathway of rRNA processing in the nucleolus and cytosol; reactome: Metabolism of RNA; reactome: rRNA processing; reactome: rRNA processing in the nucleus and cytosol,https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000163938&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,0,0,0,0,18,5,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
GPR141,queried,G protein-coupled receptor activity; G protein-coupled receptor signaling pathway; inflammatory response; membrane; oxysterol binding; plasma membrane; protein binding,,https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000187037&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,0,0,1,0,7,0,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
GPR180,queried,G protein-coupled receptor signaling pathway; membrane; response to pheromone,,https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000152749&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
GPR78,queried,G protein-coupled receptor activity; G protein-coupled receptor signaling pathway; adenylate cyclase-activating G protein-coupled receptor signaling pathway; membrane; plasma membrane; protein binding,,https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000155269&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
HABP2,queried,calcium ion binding; cell adhesion; extracellular region; glycosaminoglycan binding; peptidase activity; proteolysis; serine-type endopeptidase activity,,https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000148702&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,0,0,0,0,7,0,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
HYOU1,queried,ATP binding; ATP hydrolysis activity; adenyl-nucleotide exchange factor activity; cellular response to hypoxia; endocytic vesicle lumen; endoplasmic reticulum; endoplasmic reticulum chaperone complex; endoplasmic reticulum lumen; endoplasmic reticulum to Golgi vesicle-mediated transport; extracellular exosome; extracellular region; focal adhesion; membrane; negative regulation of apoptotic process; negative regulation of endoplasmic reticulum stress-induced neuron intrinsic apoptotic signaling pathway; negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway; negative regulation of intrinsic apoptotic signaling pathway; protein binding; protein-folding chaperone binding; regulation of cellular response to stress; response to endoplasmic reticulum stress; response to ischemia; response to stress; smooth endoplasmic reticulum,kegg: Protein processing in endoplasmic reticulum - Homo sapiens (human); reactome: Binding and Uptake of Ligands by Scavenger Receptors; reactome: Cellular responses to stimuli; reactome: Cellular responses to stress; reactome: Dengue Virus Genome Translation and Replication; reactome: Dengue Virus Infection; reactome: Disease; reactome: IRE1alpha activates chaperones; reactome: Infectious disease; reactome: Maturation of DENV proteins; reactome: Scavenging by Class F Receptors; reactome: Unfolded Protein Response (UPR); reactome: Vesicle-mediated transport; reactome: Viral Infection Pathways; reactome: XBP1(S) activates chaperone genes; smpdb: Acetaminophen Metabolism Pathway; smpdb: Etoposide Action Pathway; smpdb: Etoposide Metabolism Pathway; smpdb: Ibuprofen Action Pathway; smpdb: Ibuprofen Metabolism Pathway; smpdb: Irinotecan Action Pathway; smpdb: Irinotecan Metabolism Pathway; smpdb: Morphine Action Pathway; smpdb: Morphine Metabolism Pathway; smpdb: Phenytoin (Antiarrhythmic) Action Pathway; smpdb: Retinol Metabolism; smpdb: Sorafenib Metabolism Pathway; smpdb: Vitamin A Deficiency; wikipathways: VEGFA-VEGFR2 Signaling Pathway,https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000149428&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,0,0,0,1,24,29,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
IGFBP3,queried,endoplasmic reticulum lumen; extracellular region; fibronectin binding; insulin-like growth factor I binding; insulin-like growth factor II binding; insulin-like growth factor binding; insulin-like growth factor binding protein complex; insulin-like growth factor ternary complex; metal ion binding; negative regulation of cell population proliferation; negative regulation of protein phosphorylation; negative regulation of signal transduction; negative regulation of smooth muscle cell migration; negative regulation of smooth muscle cell proliferation; non-collagenous component of basement membrane; non-collagenous component of interstitial matrix; nucleus; osteoblast differentiation; positive regulation of apoptotic process; positive regulation of myoblast differentiation; protein binding; protein phosphorylation; protein tyrosine phosphatase activator activity; regulation of insulin-like growth factor receptor signaling pathway,"biocarta: hypoxia and p53 in the cardiovascular system; kegg: Cellular senescence - Homo sapiens (human); kegg: Growth hormone synthesis, secretion and action - Homo sapiens (human); kegg: Transcriptional misregulation in cancer - Homo sapiens (human); kegg: p53 signaling pathway - Homo sapiens (human); pid: Direct p53 effectors; pid: Validated transcriptional targets of TAp63 isoforms; pid: Validated transcriptional targets of deltaNp63 isoforms; reactome: Gene expression (Transcription); reactome: Generic Transcription Pathway; reactome: Metabolism of proteins; reactome: Post-translational protein modification; reactome: Post-translational protein phosphorylation; reactome: RNA Polymerase II Transcription; reactome: Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); reactome: TP53 Regulates Transcription of Cell Death Genes; reactome: TP53 Regulates Transcription of Death Receptors and Ligands; reactome: Transcriptional Regulation by TP53; wikipathways: 16p11.2 proximal deletion syndrome; wikipathways: Myometrial relaxation and contraction pathways; wikipathways: Photodynamic therapy-induced HIF-1 survival signaling; wikipathways: Senescence and Autophagy in Cancer; wikipathways: VEGFA-VEGFR2 Signaling Pathway; wikipathways: Vitamin D Receptor Pathway",https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000146674&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,0,0,0,0,24,24,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
IL12RB1,queried,cellular response to type II interferon; coreceptor activity; cytokine binding; cytokine receptor activity; cytokine-mediated signaling pathway; external side of plasma membrane; immune response; interleukin-12 receptor activity; interleukin-12 receptor binding; interleukin-12 receptor complex; interleukin-12-mediated signaling pathway; interleukin-23 binding; interleukin-23 receptor activity; interleukin-23 receptor complex; interleukin-23-mediated signaling pathway; membrane; plasma membrane; positive regulation of NK T cell proliferation; positive regulation of T cell mediated cytotoxicity; positive regulation of T cell proliferation; positive regulation of T-helper 1 type immune response; positive regulation of T-helper 17 cell lineage commitment; positive regulation of T-helper 17 type immune response; positive regulation of activated T cell proliferation; positive regulation of cell population proliferation; positive regulation of defense response to virus by host; positive regulation of interleukin-17 production; positive regulation of memory T cell differentiation; positive regulation of natural killer cell proliferation; positive regulation of receptor signaling pathway via JAK-STAT; positive regulation of type II interferon production; signal transduction; signaling receptor complex,biocarta: il12 and stat4 dependent signaling pathway in th1 development; biocarta: no2-dependent il-12 pathway in nk cells; kegg: Cytokine-cytokine receptor interaction - Homo sapiens (human); kegg: Inflammatory bowel disease - Homo sapiens (human); kegg: JAK-STAT signaling pathway - Homo sapiens (human); kegg: Pathways in cancer - Homo sapiens (human); kegg: Th1 and Th2 cell differentiation - Homo sapiens (human); kegg: Th17 cell differentiation - Homo sapiens (human); pid: IL12-mediated signaling events; pid: IL23-mediated signaling events; pid: IL27-mediated signaling events; reactome: Cytokine Signaling in Immune system; reactome: Immune System; reactome: Interleukin-12 family signaling; reactome: Interleukin-12 signaling; reactome: Interleukin-23 signaling; reactome: Signaling by Interleukins; wikipathways: Selective expression of chemokine receptors during T-cell polarization,https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000096996&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,0,0,1,0,33,18,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
JMJD1C,queried,blood coagulation; chromatin; chromatin DNA binding; chromatin remodeling; histone H3K9 demethylase activity; lipid biosynthetic process; nuclear thyroid hormone receptor binding; nucleoplasm; nucleus; plasma cell differentiation; protein binding; protein demethylase activity; regulation of DNA-templated transcription; regulation of transcription by RNA polymerase II; transcription coregulator activity,kegg: Transcriptional misregulation in cancer - Homo sapiens (human); reactome: Factors involved in megakaryocyte development and platelet production; reactome: Hemostasis; wikipathways: Pathways affected in adenoid cystic carcinoma,https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000171988&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,0,0,0,0,15,4,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
KCTD13,queried,Cul3-RING ubiquitin ligase complex; cell migration; cytoplasm; cytosol; identical protein binding; negative regulation of Rho protein signal transduction; neural precursor cell proliferation; nuclear body; nucleoplasm; nucleus; positive regulation of DNA replication; positive regulation of synaptic transmission; proteasome-mediated ubiquitin-dependent protein catabolic process; protein binding; protein domain specific binding; protein homooligomerization; protein ubiquitination; stress fiber assembly; ubiquitin-like ligase-substrate adaptor activity,"reactome: RHO GTPase cycle; reactome: RND2 GTPase cycle; reactome: RND3 GTPase cycle; reactome: Signal Transduction; reactome: Signaling by Rho GTPases; reactome: Signaling by Rho GTPases, Miro GTPases and RHOBTB3; wikipathways: 16p11.2 proximal deletion syndrome",https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000174943&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,1,0,0,1,19,7,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
KRT17,queried,cell periphery; cornified envelope; cytoplasm; cytoskeletal regulatory protein binding; cytoskeleton; cytosol; epithelial cell differentiation; hair follicle morphogenesis; intermediate filament bundle assembly; intermediate filament cytoskeleton; intermediate filament organization; keratin filament; morphogenesis of an epithelium; positive regulation of cell growth; positive regulation of hair follicle development; positive regulation of translation; protein binding; structural constituent of skin epidermis; structural molecule activity,kegg: Estrogen signaling pathway - Homo sapiens (human); kegg: Staphylococcus aureus infection - Homo sapiens (human); netpath: EGFR1; pid: Glucocorticoid receptor regulatory network; reactome: Developmental Biology; reactome: Developmental Cell Lineages; reactome: Developmental Cell Lineages of the Exocrine Pancreas; reactome: Developmental Lineage of Pancreatic Ductal Cells; reactome: Formation of the cornified envelope; reactome: Keratinization,https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000128422&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,0,0,0,0,19,10,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
MRGPRE,queried,G protein-coupled bile acid receptor activity; G protein-coupled receptor activity; G protein-coupled receptor signaling pathway; adenylate cyclase-activating G protein-coupled bile acid receptor signaling pathway; adenylate cyclase-activating G protein-coupled receptor signaling pathway; adenylate cyclase-modulating G protein-coupled receptor signaling pathway; cell surface receptor signaling pathway; intracellular glucose homeostasis; membrane; plasma membrane; positive regulation of insulin secretion involved in cellular response to glucose stimulus; protein binding,,https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000184350&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,0,0,0,0,12,0,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
NMB,queried,Leydig cell proliferation; antiviral innate immune response; arachidonate secretion; cell-cell signaling; extracellular region; hormone activity; negative regulation of hormone secretion; negative regulation of interleukin-6 production; neuromedin B receptor binding; neuron projection; neuropeptide hormone activity; neuropeptide signaling pathway; positive regulation of cell population proliferation; positive regulation of cytosolic calcium ion concentration; positive regulation of hormone secretion; positive regulation of interferon-alpha production; positive regulation of osteoclast proliferation; positive regulation of respiratory gaseous exchange; positive regulation of testosterone secretion; protein binding; sensory perception of itch; signal transduction; sneeze reflex,kegg: Neuroactive ligand-receptor interaction - Homo sapiens (human); reactome: Class A/1 (Rhodopsin-like receptors); reactome: G alpha (q) signalling events; reactome: GPCR downstream signalling; reactome: GPCR ligand binding; reactome: Peptide ligand-binding receptors; reactome: Signal Transduction; reactome: Signaling by GPCR,https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000197696&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,0,0,1,1,23,8,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
NTN1,queried,"Cdc42 protein signal transduction; DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; RNA polymerase II transcription regulator complex; Ras protein signal transduction; basement membrane; chemorepulsion of axon; cytoplasm; cytosol; extracellular region; glutamatergic synapse; non-collagenous component of basement membrane; positive regulation of axon extension; positive regulation of cell motility; protein binding; regulation of synapse assembly; regulation of transcription by RNA polymerase II; substrate-dependent cell migration, cell extension; synapse",kegg: Axon guidance - Homo sapiens (human); netpath: Alpha6Beta4Integrin; pid: Netrin-mediated signaling events; reactome: Axon guidance; reactome: DCC mediated attractive signaling; reactome: DSCAM interactions; reactome: Developmental Biology; reactome: Nervous system development; reactome: Netrin mediated repulsion signals; reactome: Netrin-1 signaling; reactome: Regulation of commissural axon pathfinding by SLIT and ROBO; reactome: Role of second messengers in netrin-1 signaling; reactome: Signaling by ROBO receptors; wikipathways: Chromosomal and microsatellite instability in colorectal cancer; wikipathways: Netrin-UNC5B signaling pathway; wikipathways: Spinal Cord Injury,https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000065320&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,1,0,0,1,19,16,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
PCTP,queried,cytosol; lipid binding; lipid metabolic process; lipid translocation; lipid transport; negative regulation of cold-induced thermogenesis; phosphatidylcholine binding; phosphatidylcholine biosynthetic process; phosphatidylcholine intramembrane carrier activity; phospholipid transport; protein binding,reactome: Fatty acid metabolism; reactome: Glycerophospholipid biosynthesis; reactome: Metabolism; reactome: Metabolism of lipids; reactome: Mitochondrial Fatty Acid Beta-Oxidation; reactome: Phospholipid metabolism; reactome: Synthesis of PC,https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000141179&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,0,0,0,0,11,7,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
PHF20L1,queried,NSL complex; methylation-dependent protein binding; negative regulation of proteasomal ubiquitin-dependent protein catabolic process; negative regulation of protein catabolic process; nucleoplasm; nucleus; protein binding; regulation of transcription by RNA polymerase II,reactome: Epigenetic regulation by WDR5-containing histone modifying complexes; reactome: Epigenetic regulation of gene expression; reactome: Formation of WDR5-containing histone-modifying complexes; reactome: Gene expression (Transcription),https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000129292&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,0,0,0,0,8,4,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
PPP2R2A,queried,cytosol; enzyme-substrate adaptor activity; glutamatergic synapse; nucleoplasm; phosphoprotein phosphatase activity; protein binding; protein dephosphorylation; protein phosphatase 2A binding; protein phosphatase regulator activity; protein phosphatase type 2A complex; protein serine/threonine phosphatase complex; protein-containing complex binding; regulation of chromosome segregation; synapse; tau protein binding,"kegg: AMPK signaling pathway - Homo sapiens (human); kegg: Adrenergic signaling in cardiomyocytes - Homo sapiens (human); kegg: Chagas disease - Homo sapiens (human); kegg: Dopaminergic synapse - Homo sapiens (human); kegg: Hepatitis C - Homo sapiens (human); kegg: Hippo signaling pathway - Homo sapiens (human); kegg: Human papillomavirus infection - Homo sapiens (human); kegg: PI3K-Akt signaling pathway - Homo sapiens (human); kegg: Sphingolipid signaling pathway - Homo sapiens (human); kegg: Tight junction - Homo sapiens (human); kegg: mRNA surveillance pathway - Homo sapiens (human); netpath: TGF_beta_Receptor; pid: ErbB1 downstream signaling; pid: TGF-beta receptor signaling; reactome: Cell Cycle; reactome: Cell Cycle, Mitotic; reactome: Cellular responses to mechanical stimuli; reactome: Cellular responses to stimuli; reactome: Cyclin A/B1/B2 associated events during G2/M transition; reactome: Cyclin D associated events in G1; reactome: G1 Phase; reactome: G2/M Transition; reactome: Initiation of Nuclear Envelope (NE) Reformation; reactome: M Phase; reactome: Metabolism of RNA; reactome: Mitotic Anaphase; reactome: Mitotic G1 phase and G1/S transition; reactome: Mitotic G2-G2/M phases; reactome: Mitotic Metaphase and Anaphase; reactome: Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); reactome: Nonsense-Mediated Decay (NMD); reactome: Nuclear Envelope (NE) Reassembly; reactome: Response of endothelial cells to shear stress; reactome: Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells; wikipathways: Glycogen Synthesis and Degradation; wikipathways: PI3K-Akt signaling pathway; wikipathways: Wnt signaling pathway and pluripotency",https://mygene.info/v3/query?q=ensembl.gene%3AENSG00000221914&species=human&fields=symbol%2Ctaxid%2Censembl.gene%2Cgo%2Cpathway&size=10,1,0,0,1,15,37,,,,,,,,,,,,,,,,,,,not_reviewed,,,,,,,,,,
